Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		292	NULL	mʌdaal;ʌl;ʌr;tiiʂ;jo̞o̞n
$	NULL		327	NULL	mʌdaal;ʌl;ʌr;tiiʂ;jo̞o̞n
a	a	A	48	29	haiwn;iildʒa;ʌpaija;ʌpaija;aijʌʂ_ʂɪqʌm
aa	aː	A	31	29	mʌdaal;jaarɛ;jaarɛ;ɻaaqʌjʊm;maamʊt
^f	f	B	1	1	fiʂ
ts	ts	C	11	6	gʊnts;xurts;bʌtsin;ltʌnts;hʌlʌnts
tʂ	ʈʂ	C	8	8	ʌtʂo̞;ʌtʂo̞;ʌtʂo̞;ʌtʂo̞;ʌtʂo̞
^ɖʐ	ɖʐ	C	1	1	ɖʐuujʌs
tʂh	tʂh/ʈʂʰ	C	1	1	dtʂhʌɻʊrʌs
^tsh	tsh/tsʰ	C	7	7	tshʌn;tshʊndo̞;tshuum;tshirɪʂ;tshuum
^tʂh	ʈʂʰ	C	2	2	tʂhiin;tʂhʌn
ɛ	ɛ	E	36	16	bɛsɛkɛ;bɛsɛkɛ;bɛsɛkɛ;jaarɛ;jaarɛ
ʌ	ʌ	E	177	128	mʌdaal;ʌl;ʌr;ʃʌk;wʌʈ
ɛɛ	ɛː	E	3	1	hɛɛnʌs;ɛɛlɛ;ɛɛlɛ
e̞e̞	e̞ː	E	1	1	be̞e̞rʊmʌn
^x	x	G	4	4	xʊs_ʌlʌs;xurts;xʊrpʌt;xur
h	h	H	23	1	haiwn;hɔrɔŋ;hilɛs;hɛrʌs;hʊk
i	i	I	82	51	haiwn;jʊnikɪʂ;iiildʒi;ʌpaija;ʂijʌs
ɪ	ɪ	I	12	12	mo̞o̞skɪʂ;jʊnikɪʂ;aijʌʂ_ʂɪqʌm;ɻʌnɖɪr;ʂɪqa
ii	iː	I	23	16	tiiʂ;iildʒa;tʂhiin;iirʌs;tiik
^iii	iː	I	1	1	iiildʒi
j	j	J	30	19	jo̞o̞n;jʊnikɪʂ;jaarɛ;jaarɛ;ʌpaija
g	g	K	10	2	gʊnts;phʊlgo̞;gʌp;gɔruurʊm;ŋgi
k	k	K	27	14	mo̞o̞skɪʂ;ʃʌk;jʊnikɪʂ;bɛsɛkɛ;paak
q	q	K	9	8	ɻaaqʌjʊm;aijʌʂ_ʂɪqʌm;bʊbo̞o̞q;tʃʌqrs;ʂɪqa
kh	kh/kʰ	K	1	1	dʒʊrkhuuso̞
^kh	kʰ	K	6	6	kho̞o̞lɛ;khiij;khɔru;khiil;khuuʈ
l	l	L	50	34	mʌdaal;ʌl;iildʒa;iiildʒi;uul
m	m	M	93	39	mʌdaal;mo̞o̞skɪʂ;ujuum;ɻaaqʌjʊm;mʌtʊm
n	n	N	78	31	jo̞o̞n;haiwn;jʊnikɪʂ;tʂhiin;mʊltʌn
ŋ	ŋ	N	14	2	hɔrɔŋ;ʈuʈʌŋ;ʈiŋʌn;ɻujʌŋ;trʌŋ
