Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
b	b	P	23	3	bɛsɛkɛ;bʌlaas;bʊbo̞o̞q;bʊbo̞o̞q;altʌmbo̞
p	p	P	17	13	ʌpaija;paak;tʃhʌp;gʌp;xʊrpʌt
^ph	pʰ	P	7	7	phu_ɛt;phʌʈ;phʊlgo̞;phu;phiin
r	r	R	53	36	ʌr;jaarɛ;jaarɛ;hɔrɔŋ;dtʂhʌɻʊrʌs
ɻ	ɻ	R	31	17	ɻaaqʌjʊm;dtʂhʌɻʊrʌs;ɻʌnɖɪr;ɻʊʈʊm;ɻujʌŋ
s	s	S	97	19	mo̞o̞skɪʂ;bɛsɛkɛ;ʂijʌs;hilɛs;dʌm_dʊsuujas
z	z	S	1	1	hazaar
ʂ	ʂ	S	27	7	tiiʂ;mo̞o̞skɪʂ;jʊnikɪʂ;ʂijʌs;aijʌʂ_ʂɪqʌm
ʃ	ʃ	S	10	4	ʃʌk;ʃua;aijʌʃ;ʃʌtiŋɛ;ʃʌʈ
d	d	T	30	10	mʌdaal;dʌm_dʊsuujas;dʌm_dʊsuujas;dtʂhʌɻʊrʌs;tshʊndo̞
t	t	T	42	22	tiiʂ;mʌtʊm;mʊltʌn;phu_ɛt;tin
ɖ	ɖ	T	5	2	ɖim;ɻʌnɖɪr;ɖʌŋ;biɖiiro̞;ɖo̞m
ʈ	ʈ	T	17	6	wʌʈ;phʌʈ;ʈuʈʌŋ;ʈuʈʌŋ;ɻʊʈʊm
dʒ	dʒ	T	11	3	iildʒa;iiildʒi;dʒaak;dʒuut_ʂɪqʌm;dʒɛ
th	th/tʰ	T	11	1	thɛr;mʌthʌn;thaanʊm;tho̞ʂ;thʌp
tʃ	tʃ	T	6	3	tʃʌqrs;ltʃin;hʊntʃo̞;dʒʌtʃɔrʊm;tʃuuʂ
^ʈh	ʈʰ	T	1	1	ʈhis
^tʃh	tʃʰ	T	5	5	tʃhumo̞;tʃhʌp;tʃhʌʈ;tʃhiʂ;tʃhʌŋ
ɔ	ɔ	U	14	14	hɔrɔŋ;hɔrɔŋ;gɔruurʊm;khɔru;hɔraalt
o̞	o̞	U	43	3	mʌto̞;kʌlʌmuuʈo̞;altʌmbo̞;phʊlgo̞;tʃhumo̞
o̞o̞	o̞ː	U	11	11	jo̞o̞n;mo̞o̞skɪʂ;bʊbo̞o̞q;mo̞o̞tʌs;kho̞o̞lɛ
w	w	W	7	3	haiwn;wʌʈ;wʌlʌs;duwʌlʌs;waalto̞
u	u	Y	25	14	ujuum;phu_ɛt;ʈuʈʌŋ;xurts;phu
ʊ	ʊ	Y	68	66	jʊnikɪʂ;ɻaaqʌjʊm;mʌtʊm;mʊltʌn;maamʊt
uu	uː	Y	31	22	uul;ujuum;dʌm_dʊsuujas;ɖʐuujʌs;kʌlʌmuuʈo̞
_	+	_	10	10	phu_ɛt;aijʌʂ_ʂɪqʌm;dʌm_dʊsuujas;xʊs_ʌlʌs;tʊrma_hin
