ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
guahibo,Guahibo,,,guh,South America,,,Guahibo
guarani,Guaraní,,,gug,South America,,,Tupian
guhusamane,Guhu-Samane,,,ghs,Papunesia,,,Nuclear Trans New Guinea
gumuz,Gumuz,,,guk,Africa,,,Gumuz
gununakune,Gününa Küne,,,pue,South America,,,Puelche
hadza,Hadza,,,hts,Africa,,,Hadza
haidanorthern,Haida (Northern),,,hdn,North America,,,Haida
halkomelem,Halkomelem,,,hur,North America,,,Salishan
hatam,Hatam,,,had,Papunesia,,,Hatam-Mansim
highlandoaxacachontal,Highland Oaxaca Chontal,,,chd,North America,,,Tequistlatecan
hruso,Hruso,,,hru,Eurasia,,,Hruso
huave,Huave,,,huv,North America,,,Huavean
hupde,Hupdë,,,jup,South America,,,Nadahup
imbaburaquechua,Imbabura Quechua,,,qvi,South America,,,Quechuan
ineseno,Ineseño,,,inz,North America,,,Chumashan
itelmen,Itelmen,,,itl,Eurasia,,,Chukotko-Kamchatkan
itonama,Itonama,,,ito,South America,,,Itonama
jamamadi,Jamamadí,,,jaa,South America,,,Arawan
japanese,Japanese,,,jpn,Eurasia,,,Japonic
jarawa,Jarawa,,,anq,Eurasia,,,Jarawa-Onge
juhoan,Ju'hoan,,,ktz,Africa,,,Kxa
kaingang,Kaingang,,,kgp,South America,,,Nuclear-Macro-Je
kaluli,Kaluli,,,bco,Papunesia,,,Bosavi
kamasau,Kamasau,,,kms,Papunesia,,,Nuclear Torricelli
kamula,Kamula,,,xla,Papunesia,,,Kamula
kanoe,Kanoê,,,kxo,South America,,,Kanoê
kanuri,Kanuri,,,knc,Africa,,,Saharan
karaja,Karajá,,,kpj,South America,,,Nuclear-Macro-Je
karas,Karas,,,kgv,Papunesia,,,West Bomberai
karok,Karok,,,kyh,North America,,,Karok
katcha,Katcha,,,xtc,Africa,,,Kadugli-Krongo
kayardild,Kayardild,,,gyd,Australia,,,Tangkic
kekchi,Kekchí,,,kek,North America,,,Mayan
ket,Ket,,,ket,Eurasia,,,Yeniseian
kiowa,Kiowa,,,kio,North America,,,Kiowa-Tanoan
kitja,Kitja,,,gia,Australia,,,Jarrakan
klamath,Klamath,,,kla,North America,,,Klamath-Modoc
korean,Korean,,,kor,Eurasia,,,Koreanic
krenak,Krenak,,,kqq,South America,,,Nuclear-Macro-Je
kunimaipa,Kunimaipa,,,kup,Papunesia,,,Goilalan
kunza,Kunza,,,kuz,South America,,,Kunza
kuot,Kuot,,,kto,Papunesia,,,Kuot
kwakiutl,Kwakiutl,,,kwk,North America,,,Wakashan
kwaza,Kwaza,,,xwa,South America,,,Kwaza
lakota,Lakota,,,lkt,North America,,,Siouan
lavukaleve,Lavukaleve,,,lvk,Papunesia,,,Lavukaleve
lencasalvador,Lenca-Salvador,,,len,North America,,,Lencan
limilngan,Limilngan,,,lmc,Australia,,,Limilngan
lule,Lule,,,ule,South America,,,Lule
maasai,Maasai,,,mas,Africa,,,Nilotic
mailu,Mailu,,,mgu,Papunesia,,,Mailuan
mairasi,Mairasi,,,zrs,Papunesia,,,Mairasi
mali,Mali,,,gcc,Papunesia,,,Baining
manange,Manange,,,nmm,Eurasia,,,Sino-Tibetan
mandinka,Mandinka,,,mnk,Africa,,,Mande
mapudungun,Mapudungun,,,arn,South America,,,Araucanian
maranunggu,Maranunggu,,,zmr,Australia,,,Western Daly
marind,Marind,,,mrz,Papunesia,,,Anim
maung,Maung,,,mph,Australia,,,Iwaidjan Proper
maxakali,Maxakalí,,,mbl,South America,,,Nuclear-Macro-Je
maybrat,Maybrat,,,ayz,Papunesia,,,Maybrat
meriam,Meriam,,,ulk,Papunesia,,,Eastern Trans-Fly
miskito,Miskito,,,miq,North America,,,Misumalpan
mocovi,Mocoví,,,moc,South America,,,Guaicuruan
mojave,Mojave,,,mov,North America,,,Cochimi-Yuman
mongolian,Mongolian,,,khk,Eurasia,,,Mongolic
moro,Moro,,,mor,Africa,,,Heiban
moseten,Mosetén,,,cas,South America,,,Mosetén-Chimané
moskona,Moskona,,,mtj,Papunesia,,,East Bird's Head
movima,Movima,,,mzp,South America,,,Movima
muinane,Muinane,,,bmr,South America,,,Boran
muniche,Muniche,,,myr,South America,,,Muniche
murrinhpatha,Murrinh-Patha,,,mwf,Australia,,,Southern Daly
muruihuitoto,Murui Huitoto,,,huu,South America,,,Huitotoan
nakara,Nakara,,,nck,Australia,,,Maningrida
nama,Nama,,,naq,Africa,,,Khoe-Kwadi
nara,Nara,,,nrb,Africa,,,Nara
natchez,Natchez,,,ncz,North America,,,Natchez
nezperce,Nez Perce,,,nez,North America,,,Sahaptian
ngarinyin,Ngarinyin,,,ung,Australia,,,Worrorran
ngarluma,Ngarluma,,,nrl,Australia,,,Pama-Nyungan
nimboran,Nimboran,,,nir,Papunesia,,,Nimboran
ninam,Ninam,,,shb,South America,,,Yanomam
nisenan,Nisenan,,,nsz,North America,,,Maiduan
nivacle,Nivaclé,,,cag,South America,,,Matacoan
nivkh,Nivkh,,,niv,Eurasia,,,Nivkh
northalaskaninupiatun,North Alaskan Inupiatun,,,esi,North America,,,Eskimo-Aleut
northernembera,Northern Emberá,,,emp,South America,,,Chocoan
northernsierramiwok,Northern Sierra Miwok,,,nsq,North America,,,Miwok-Costanoan
nunggubuyu,Nunggubuyu,,,nuy,Australia,,,Gunwinyguan
odoodee,Odoodee,,,kkc,Papunesia,,,East Strickland
oneida,Oneida,,,one,North America,,,Iroquoian
ongota,Ongota,,,bxe,Africa,,,Ongota
oroqen,Oroqen,,,orh,Eurasia,,,Tungusic
paez,Páez,,,pbb,South America,,,Páez
panoankatukina,Panoan Katukína,,,knt,South America,,,Panoan
pawnee,Pawnee,,,paw,North America,,,Caddoan
peleata,Pele-Ata,,,ata,Papunesia,,,Pele-Ata
piraha,Pirahã,,,myp,South America,,,Pirahã
puinave,Puinave,,,pui,South America,,,Puinave
pume,Pumé,,,yae,South America,,,Pumé
purepecha,Purepecha,,,tsz,North America,,,Tarascan
qawasqar,Qawasqar,,,alc,South America,,,Kawesqar
quileute,Quileute,,,qui,North America,,,Chimakuan
rikbaktsa,Rikbaktsa,,,rkb,South America,,,Nuclear-Macro-Je
rotokas,Rotokas,,,roo,Papunesia,,,North Bougainville
rumu,Rumu,,,klq,Papunesia,,,Turama-Kikori
rungakibet,Runga-Kibet,,,rou,Africa,,,Maban
sahu,Sahu,,,saj,Papunesia,,,North Halmahera
saliba,Saliba,,,slc,South America,,,Saliban
salinan,Salinan,,,sln,North America,,,Salinan
sanapanaangaite,Sanapaná (Angaité),,,sap,South America,,,Lengua-Mascoy
sandawe,Sandawe,,,sad,Africa,,,Sandawe
sarakabanaa,Sara Kaba Naa,,,kwv,Africa,,,Central Sudanic
savosavo,Savosavo,,,svs,Papunesia,,,Savosavo
seediq,Seediq,,,trv,Papunesia,,,Austronesian
sentani,Sentani,,,set,Papunesia,,,Sentani
seri,Seri,,,sei,North America,,,Seri
shakacho,Shakacho,,,moy,Africa,,,Ta-Ne-Omotic
shasta,Shasta,,,sht,North America,,,Shastan
shatt,Shatt,,,shj,Africa,,,Daju
sheko,Sheko,,,she,Africa,,,Dizoid
shompeng,Shom Peng,,,sii,Eurasia,,,Shom Peng
soo,Soo,,,teu,Africa,,,Kuliak
southeastijo,Southeast Ijo,,,ijs,Africa,,,Ijoid
southernnambikuara,Southern Nambikuára,,,nab,South America,,,Nambiquaran
southernpomo,Southern Pomo,,,peq,North America,,,Pomoan
suabo,Suabo,,,szp,Papunesia,,,Inanwatan
sulka,Sulka,,,sua,Papunesia,,,Sulka
sumerian,Sumerian,,,sux,Eurasia,,,Sumerian
suri,Suri,,,suq,Africa,,,Surmic
swahili,Swahili,,,swh,Africa,,,Atlantic-Congo
swedish,Swedish,,,swe,Eurasia,,,Indo-European
taa,Taa,,,nmn,Africa,,,Tuu
takelma,Takelma,,,tkm,North America,,,Takelma
tamil,Tamil,,,tam,Eurasia,,,Dravidian
tarifit,Tarifit,,,rif,Africa,,,Afro-Asiatic
taushiro,Taushiro,,,trr,South America,,,Taushiro
tehuelche,Tehuelche,,,teh,South America,,,Chonan
teiwa,Teiwa,,,twe,Papunesia,,,Timor-Alor-Pantar
terei,Terei,,,buo,Papunesia,,,South Bougainville
thaidialectkorat,Thai (Dialect Korat),,,tha,Eurasia,,,Tai-Kadai
tima,Tima,,,tms,Africa,,,Katla-Tima
timucua,Timucua,,,tjm,North America,,,Timucua
tiwi,Tiwi,,,tiw,Australia,,,Tiwi
toaripi,Toaripi,,,tqo,Papunesia,,,Nuclear Eleman
tol,Tol,,,jic,North America,,,Jicaquean
trumai,Trumai,,,tpy,South America,,,Trumai
tsimshian,Tsimshian,,,tsi,North America,,,Tsimshian
tunica,Tunica,,,tun,North America,,,Tunica
turkish,Turkish,,,tur,Eurasia,,,Turkic
tuyuca,Tuyuca,,,tue,South America,,,Tucanoan
uduk,Uduk,,,udu,Africa,,,Koman
uncunwee,Uncunwee,,,ghl,Africa,,,Nubian
urarina,Urarina,,,ura,South America,,,Urarina
wageman,Wageman,,,waq,Australia,,,Wageman
waorani,Waorani,,,auc,South America,,,Waorani
wappo,Wappo,,,wao,North America,,,Yuki-Wappo
warao,Warao,,,wba,South America,,,Warao
warapu,Warapu,,,wra,Papunesia,,,Sko
warembori,Warembori,,,wsa,Papunesia,,,Austronesian (Malayo-Polynesian: Central-Eastern Malayo-Polynesian: Eastern Malayo-Polynesian: South Halmahera-West New Guinea)
wari,Wari',,,pav,South America,,,Chapacuran
waris,Waris,,,wrs,Papunesia,,,Border
washo,Washo,,,was,North America,,,Washo
wayuu,Wayuu,,,guc,South America,,,Arawakan
whitehmong,White Hmong,,,mww,Eurasia,,,Hmong-Mien
vietnamese,Vietnamese,,,vie,Eurasia,,,Austroasiatic
wintu,Wintu,,,wit,North America,,,Wintuan
xicotepecdejuareztotonac,Xicotepec de Juárez Totonac,,,too,North America,,,Totonacan
yagua,Yagua,,,yad,South America,,,Peba-Yagua
yamana,Yámana,,,yag,South America,,,Yámana
yana,Yana,,,ynn,North America,,,Yana
yangman,Yangman,,,jng,Australia,,,Yangmanic
yaqui,Yaqui,,,yaq,North America,,,Uto-Aztecan
yareba,Yareba,,,yrb,Papunesia,,,Yareban
yawa,Yawa,,,yva,Papunesia,,,Yawa
yele,Yele,,,yle,Papunesia,,,Yele
yimas,Yimas,,,yee,Papunesia,,,Lower Sepik-Ramu
yukaghir,Yukaghir,,,yux,Eurasia,,,Yukaghir
yuracare,Yuracaré,,,yuz,South America,,,Yuracaré
yuwana,Yuwana,,,yau,South America,,,Yuwana
zarma,Zarma,,,dje,Africa,,,Songhay
zuni,Zuni,,,zun,North America,,,Zuni
